id_conductor,nombre,celular,masculino,edad,experiencia,antiguedad,salario_base,distancia_recorrida,num_viajes,bono_mensual,zona_riesgo,tiene_dependientes,viaje_urbano,descanso_suficiente,nivel_estudios,viajes_cancelados,espera_excesiva,problemas_pago,quejas_previas,categoria,queja,probabilidad
9f03778d-b1d0-456b-80ba-914bd119c9cd,Sosimo de Cueto,+34 958208461,0,33,11,2,9669,3471,39,2928.14220565619,1,1,0,1,1,0,0,1,3,finanzas,Problemas de pago recurrentes.,4
5cabd91b-3812-4269-a2ad-dd1bb521efd2,Ariel Villalonga-Bonilla,+34 844 444 290,0,44,9,9,7397,2259,9,1474.61725263827,1,0,1,1,1,0,1,0,1,operaciones,Exceso de tiempo de espera,4
4889992f-0874-4aad-a3b8-1fdd587e6a35,Fidel de Escudero,+34 928 95 18 35,0,33,0,0,8009,19400,20,11812.1501835338,0,1,1,1,1,0,0,1,1,finanzas,Problemas de pago,4
f48f4d02-3728-4ba5-b417-67261623c23b,Herminio Marquez Simó,+34 926636699,0,45,13,2,8043,12525,15,0,1,1,1,1,1,0,0,0,2,recursos humanos,exceso de trabajo,4
1f8ae544-f61d-4184-803a-6b160c80bb45,Xavier Pujadas,+34 823 19 22 81,0,56,2,0,8955,8568,14,6794.21686856087,1,1,1,1,2,1,0,0,0,recursos humanos,exceso de trabajo,3
007e70c0-a89f-4cbf-8127-ed2d7a907263,Noé Barco Gaya,+34849 798 868,0,45,18,11,9364,16281,27,0,1,0,1,1,2,0,0,1,0,finanzas,No he recibido mi pago a tiempo.,4
80b1c016-57b5-402f-aae5-f7d300623c66,Danilo del Macías,+34 828978152,0,46,3,0,8186,6985,11,6240.44751334927,1,0,1,1,0,0,1,0,0,operaciones,Exceso de tiempo de espera.,3
d40f5b56-f4e3-4002-a3f4-598a7aa076e0,Feliciano de Boix,+34923489044,0,54,12,0,8110,10932,12,7593.23384408392,1,1,1,1,3,0,0,0,1,operaciones,exceso de viajes cancelados,4
8da7657f-4faa-49e5-8859-2e4a4c47cc20,Leoncio Ugarte Moll,+34960 38 00 07,0,24,3,0,7220,14784,21,9205.97583059942,1,1,1,0,3,0,1,0,2,finanzas,Problemas de pago sin resolver,4
450813b4-cb2b-48ff-adb5-c535df0c415e,Marcio Arce-Prado,+34 871930245,0,42,5,4,7122,19602,22,14255.3592578056,1,1,1,1,1,0,0,0,3,operaciones,Trabajo excesivo y bajo salario,4
4ed1e4a6-4fda-44e2-b4b9-afd5c19aaddf,Santiago del Montero,+34827 27 44 57,0,56,16,13,7422,18690,30,0,1,1,1,0,0,0,0,0,0,operaciones,Exceso de trabajo sin compensación adecuada.,4
69daf3cd-0fe6-499e-b17c-e5f63ab5d289,Ezequiel del Mancebo,+34704 32 05 47,0,48,10,0,8363,26042,29,18187.9780317769,1,0,1,1,1,1,0,0,1,operaciones,viajes cancelados,4
0514c0f9-a32e-440c-89e2-291d71ffcb42,Luís Adadia Blanes,+34883 34 61 84,0,41,4,0,7677,20376,24,12243.9228224777,1,1,1,1,1,0,0,0,0,operaciones,Demasiados viajes cancelados,4
2ac3f173-dfd0-4a09-8632-4063cc025747,León Borja España,+34 880 032 309,0,41,3,2,9985,20516,23,13760.7707073231,1,1,1,1,1,0,0,0,1,operaciones,Demasiados viajes sin descanso,4
e438f1a9-aa7c-4b68-8585-ac1e9cbab8b6,Abilio Crespo Lozano,+34 873 40 30 92,0,26,5,5,8225,17388,27,0,1,1,1,1,2,1,0,0,1,recursos humanos,exceso de trabajo,4
31220420-1098-4ba9-9d36-aa07ac71f2ce,Pancho Bonet-Santiago,+34926 25 98 41,0,30,6,3,7385,10479,21,6213.27923186477,1,1,1,1,2,0,1,0,3,recursos humanos,exceso de trabajo,4
07eb7a5e-7e1c-4509-821e-f52ab8fd882b,Ruy Atienza,+34 926 037 319,0,40,14,9,8708,5334,14,2579.1186859329,1,1,1,1,2,0,0,0,1,finanzas,No me pagan a tiempo,5
e7ec8bac-9cfe-43ee-878e-d158deac490c,Wálter Iriarte Giralt,+34 922 619 349,0,50,10,0,7275,4900,28,3837.95115070802,1,0,0,1,0,0,1,0,1,recursos humanos,exceso de trabajo,4
ee6baf00-dc75-4a0b-8d80-4ad0fd16fac4,Matías Pedraza Ordóñez,+34 708 184 662,0,45,3,2,8082,6280,20,5219.61967492866,1,1,1,1,2,0,0,0,3,recursos humanos,exceso de trabajo,4
d3f679e6-0c11-4c85-bd05-c9fa14bf3e9d,Édgar Miguel Esteban,+34 966 21 04 20,0,44,16,6,8795,10764,12,0,1,0,1,1,2,0,0,0,3,finanzas,No recibí mi bono de desempeño,4
2f7a6ce6-dd92-4be9-8cc3-a579588bfffd,Virgilio Rocamora Pardo,+34 921 76 70 63,0,53,9,4,7060,6994,26,5381.79490885844,1,1,1,1,1,0,1,0,0,operaciones,Exceso de tiempo de espera,4
312b58f9-ffa8-4213-a9db-839d23ae1114,Ceferino Báez Ballester,+34974 225 975,0,34,8,0,7403,2319,3,2036.44413164914,1,1,1,1,1,0,1,0,0,operaciones,Exceso de tiempo de espera en viajes.,4
73dcae07-cc2b-42c6-b902-030487da3250,Amancio Grande Aguilar,+34901 630 304,0,41,17,2,7789,19864,26,14619.1289542294,1,1,1,1,1,1,0,0,0,operaciones,Viajes cancelados sin explicación,3
52c46392-5f53-4e19-83ee-19f4f626adaf,Cristian Menendez Coello,+34 981552214,0,38,0,0,8568,3681,9,2633.69753296384,1,1,1,0,3,1,1,0,3,recursos humanos,exceso de trabajo,4
95ab91ea-5443-4900-a144-5a1f1c8bdeb1,Edu Fuentes,+34 880 691 962,0,46,9,2,6033,5784,24,4418.27406034133,1,0,0,1,1,1,1,0,0,finanzas,Exceso de trabajo,4
bdab37e1-72e7-4fda-9163-de5b16db723b,Rufino Ferrández-Amigó,+34848 54 16 34,0,37,10,6,6711,13504,16,10922.3390440444,1,0,1,1,1,0,0,0,1,operaciones,exceso de trabajo,4
df5853bf-02eb-454b-89c3-30e2bb1be1e9,Federico Blanch Arnal,+34 634177005,0,45,4,4,6658,18906,23,11152.5077011765,1,0,1,1,1,0,0,0,0,recursos humanos,Exceso de trabajo,4
45d09f40-4fa0-4ea3-b10a-fc0856c80322,Agapito Llamas Chico,+34949 18 93 63,0,31,12,10,8852,16440,20,11677.3739866477,1,1,1,1,2,0,1,0,0,recursos humanos,exceso de trabajo,4
a1287c09-2e9a-4f88-ac97-299d69ce17d7,Juan Antonio Curro Aznar Nieto,+34 948677324,0,36,6,6,8938,7368,8,4760.5868811604,1,0,1,1,0,1,1,1,3,recursos humanos,exceso de trabajo,4
26d8ac62-9f12-493c-a007-159715645df0,Salvador Andrés Portillo,+34887 35 71 07,0,45,10,6,7236,6160,40,0,1,1,0,1,3,0,0,1,0,finanzas,Problemas de pago,4
0b1d243b-4e4f-416a-8f31-dd31d3935781,Lisandro Diéguez Calzada,+34 879845326,0,45,16,5,9313,17260,20,12439.7889150976,1,1,1,1,1,0,0,1,2,finanzas,problemas de pago,4
4e707163-4add-47e1-8839-279a6378f638,Dan Palomino,+34 841 93 67 28,0,27,4,3,8470,18096,29,11772.8506509525,0,0,1,1,2,0,0,0,0,operaciones,exceso de trabajo,4
25eaaa05-7956-4892-89d4-d6ebf91d9136,César del Gutierrez,+34921 68 83 10,0,48,5,3,7646,11258,26,9923.46837533125,0,1,1,1,1,0,0,0,1,recursos humanos,exceso de trabajo,4
5cbc9aab-bdd1-4337-b097-3d143b4f4929,Ildefonso Arnau-Bas,+34 928 64 75 91,0,47,4,1,7434,25140,30,17333.637119162,0,1,1,1,1,0,0,0,0,operaciones,Tiempos de espera excesivos,5
7f6e9f6a-0fc9-4074-b93f-2306c3c7f4bb,Marco Villar Ruano,+34 827072089,0,26,7,5,8951,2928,6,2015.65433355986,1,1,1,1,2,0,0,0,0,operaciones,tiempo de espera excesivo,3
8d784df2-288f-44a2-a15f-c9f516fdecc6,Fermín Bernad Sanz,+34 942278938,0,24,1,0,6515,0,0,0,1,1,1,1,1,0,0,1,0,finanzas,Faltan pagos en tiempo,5
dabc699a-4503-42d8-bb6b-679de20e6e67,Rafael Martín Batlle,+34 822696378,0,35,4,3,7540,6392,34,4007.30192583448,1,1,0,0,2,1,0,0,1,operaciones,viajes cancelados frecuentes,4
02dd5a1a-2837-42c3-b5ae-f1c8f1054304,Natalio Pavón Madrid,+34988 210 881,0,42,8,5,6862,6380,11,3465.90478269808,1,0,1,0,0,0,0,0,3,recursos humanos,exceso de trabajo,4
c1c2221a-bdb3-42cb-9106-13c97313d02e,Trinidad Girón Borja,+34 943573577,0,30,6,2,8091,12368,16,8366.96152284578,0,1,1,1,1,0,0,0,0,operaciones,Exceso de tiempo de espera,4
66a3a370-6f43-4741-ae69-803c889fb3ad,Amando Blázquez Coloma,+34 876 447 419,0,50,16,2,7486,2275,5,1669.57548005961,1,0,1,0,1,0,0,0,0,operaciones,Exceso de viajes cancelados,3
14bdabeb-41ff-4bae-8e78-46006b3a6d3b,Arturo Cristian Samper Comas,+34961880024,0,47,13,3,6098,9614,19,6367.95864767189,1,1,1,1,1,0,0,0,1,recursos humanos,Problemas de pago,5
7335c863-4946-4ea4-a8b4-35046702bcef,Román del Feijoo,+34986117619,0,20,1,0,6650,2450,25,0,1,1,0,1,1,0,0,0,3,recursos humanos,exceso de quejas previas,5
d0c52c98-897f-4c90-962e-ef0de2761d7b,Domingo Cazorla Mercader,+34 948 35 54 33,0,35,7,3,7039,5856,24,0,0,1,0,1,2,0,0,0,1,recursos humanos,exceso de trabajo,4
ff8ba2e6-ffdc-49d0-a491-0f80adab08e4,Lucas Dalmau,+34 827 067 256,0,20,0,0,7559,14940,20,0,1,1,1,1,1,0,0,0,2,recursos humanos,Falta de pagos realizados,5
e373adc2-548d-4171-9113-96a04aa6027f,Valerio Rebollo Acuña,+34 884 00 30 52,0,42,13,10,6771,2484,6,2077.95306969378,0,1,1,1,1,0,0,0,2,finanzas,salario muy bajo,4
0f0b9476-bf53-4534-8808-ae4b7d41cdd5,Modesto Marco Fortuny,+34 879 194 791,0,34,1,0,7713,847,11,514.631849305911,1,0,0,1,2,1,1,0,1,recursos humanos,exceso de trabajo,5
5c6faa0f-22d8-454e-882c-e3d3b98b006d,Conrado Juan Bautista Coloma Rosa,+34939 673 426,0,50,14,8,7411,8092,17,5031.45652628959,1,1,1,1,1,1,0,1,2,finanzas,Pago retrasado,5
5c4e1514-01b2-4624-99ea-cd98ed6093bb,Jerónimo Tejera Nieto,+34728 18 86 50,0,30,6,5,6536,9534,14,7644.45810744188,1,1,1,1,2,0,1,1,3,recursos humanos,exceso de trabajo,5
edabaf1a-4f48-432c-aabd-cbefc3dd5533,Gabino Varela Tur,+34 921 15 75 07,0,44,15,5,8082,23550,30,11864.5645390928,1,1,1,1,3,0,0,0,2,recursos humanos,exceso de trabajo,4
0d7c1f69-e886-4235-bb9b-89976899fa51,Abel Paniagua,+34800 066 510,0,43,4,3,10433,3165,15,2426.10748399837,1,1,0,1,1,0,1,0,0,recursos humanos,exceso de trabajo,4
bc73c878-dd61-486d-b43e-87914b16cc90,Dimas Águila Pozo,+34951 41 14 62,0,39,14,2,8016,14697,23,11335.5636457111,1,0,1,0,3,0,0,0,2,recursos humanos,exceso de trabajo,3
aed9d91f-036c-4455-9151-8d30732a38d7,Mariano Casado Dueñas,+34 846995304,0,48,6,1,8065,6968,13,4965.22059356459,1,1,1,1,1,0,0,0,3,recursos humanos,no incrementan mi salario,4
3221009d-1455-4d81-aad4-1694800c0942,Eutropio Carrión Villa,+34 927 01 92 13,0,26,5,5,6808,6140,20,4888.57050740076,1,1,1,1,1,0,0,0,1,finanzas,No he recibido el bono,4
af4b3502-fbcd-4968-a3e2-2ce66befa3b1,Luís Jeremías Moll Juárez,+34 986 462 185,0,39,6,6,8637,5138,7,3521.13448243017,1,1,1,1,3,0,0,0,0,operaciones,poca distancia recorrida,2
607a6cd6-4294-48ae-bb58-775269cba2c8,Artemio Francisco Jose Múgica Carvajal,+34913346177,0,47,10,0,8110,4528,8,3519.41326335072,0,0,1,1,1,0,0,0,0,recursos humanos,Falta de pago en tiempo,4
704ba115-feae-4981-bd29-6ddffd43fbfe,Jesús Avilés Gomez,+34843113665,0,45,16,1,7034,10704,16,8360.47190906351,0,0,1,1,2,1,0,1,2,finanzas,Problemas de pago frecuentes,4
acdfce5b-101e-499c-b07c-392fac91e5d3,Severino Ballesteros,+34 963 368 140,0,44,20,15,8912,13288,22,10494.0982887466,1,1,1,1,1,0,0,0,0,finanzas,Exceso de problemas de pago.,4
9cb16b67-efb0-4180-8119-380549216841,León Villena Noriega,+34848 08 49 98,0,29,7,6,8399,1106,2,715.354955428706,1,1,1,1,2,0,0,0,0,operaciones,exceso de trabajo,4
400fde3d-8618-4585-9b5a-527be04d78ed,Venceslás Aguilar Cañizares,+34 973 51 63 82,0,43,9,6,6998,6741,21,3335.59542042681,0,0,1,1,2,0,0,0,0,finanzas,Bajo salario y bonos insuficientes,3
f21f9f25-c8f6-4cb5-b7df-96fe79f51718,Alfredo Clavero-Fuentes,+34941 28 89 19,0,46,8,4,9591,8600,20,6094.90009343582,0,1,1,0,1,1,1,0,3,finanzas,Bono de desempeño no recibido,4
51db39f2-6d8b-4c42-b566-72a433a2c6bf,Pánfilo Bosch Figuerola,+34 983931974,0,58,11,7,8131,5184,18,0,1,1,1,1,2,0,0,0,0,operaciones,Demasiadas horas sin compensación adecuada.,5
5054c669-b45a-4389-92f3-b6f1417f49e5,Marino Barranco-Sanmartín,+34838 06 65 39,0,40,4,2,7530,24738,42,11259.7629650783,1,1,1,1,2,1,0,0,0,finanzas,Aumento de problemas con el pago,4
41ad27a0-182e-478a-8488-4313b134cb16,Dani Rodrigo Torralba,+34 876376958,0,45,19,1,9022,1119,3,757.458633393821,0,0,1,0,1,0,0,0,2,recursos humanos,exceso de trabajo,3
6f1a09f7-9148-41a3-b79e-9bfd2f2e01ee,Edmundo Perea Cámara,+34 825 74 84 78,0,25,2,0,7956,24687,39,17165.0275664093,1,1,1,0,2,0,0,0,0,operaciones,Exceso de trabajo,4
e194bd65-718b-4597-a343-e0a8f281d7b1,Edelmiro Echevarría Fuertes,+34 849 407 192,0,38,9,4,7218,19328,32,16688.0723819179,1,1,1,0,1,0,1,0,2,operaciones,Demasiados viajes al mes,4
